queries,MAL,TXT_char_count,TXT_char_count_no_spaces,TXT_word_count,TXT_avg_word_length,TXT_sentence_count,TXT_punctuation_count,TXT_has_question_mark,TXT_special_char_count,LING_query_type,LING_has_past_reference,LING_has_future_reference,LING_has_modal,LING_has_negation,LING_clause_complexity,LING_verb_noun_ratio,SEM_domain_primary,SEM_domain_secondary,SEM_entity_person_count,SEM_entity_time_count,SEM_entity_location_count,SEM_entity_finance_flag,SEM_abstractness_score,SEM_specificity_score,SEM_ambiguity_score,TASK_operation_count,TASK_needs_filtering,TASK_needs_aggregation,TASK_needs_sorting,TASK_modality_types,TASK_external_dependency,TASK_expected_result_count,TEMP_reference_type,TEMP_range_specificity,TEMP_recency_requirement,TEMP_realtime_need,TEMP_location_context_need,INTENT_urgency_level,INTENT_consequence_severity,INTENT_priority_indicator,INTENT_emotional_tone,INTENT_satisfaction_criticality,INFO_density_score,INFO_constraint_count,INFO_precision_requirement,INFO_recall_requirement,COMP_search_space_size,COMP_index_complexity,COMP_join_operations,COMP_reasoning_depth,TXT_question_mark,LING_tense,LING_has_conditional,SEM_entity_person,SEM_entity_location,SEM_entity_time,SEM_entity_org,SEM_entity_count,SEM_abstractness,SEM_specificity,SEM_ambiguity,TEMP_location_context,INTENT_priority,LING_has_modality,SEM_entity_location_org,TASK_needs_comparison,TXT_text_density,SEM_entity_media_count,SEM_entity_location_flag,SEM_entity_time_flag,TXT_contains_parentheses,LING_clause_count,LING_verb_count,LING_noun_count,SEM_has_person_entity,SEM_has_time_entity,SEM_has_health_entity,TASK_personalization_level,TEMP_time_range_specificity
뉴욕 여행 때 갔던 브런치 집 어디였지?,15.9983,24,21,7,3.0,1.0,1,,0,interrogative,,,0.0,0,2.0,0.8,travel_leisure,food_dining,,,,,,,,2,1,0,0,2,1,1,absolute,2.0,1,0,,2,2,,reflective,3.0,7.0,2.0,7.0,3.0,2.0,2.0,1.0,,1.0,past,0.0,0.0,1.0,0.0,0.0,2.0,2.0,8.0,2.0,1.0,2,,,,,,,,,,,,,,,,
부모님 생신 때 갔던 호텔 어디였지?,14.627,22,19,6,3.1667,1.0,1,,0,interrogative,,,0.0,0,2.0,0.8,travel_leisure,social,,,,,,,,2,1,0,0,2,1,1,relative,2.0,1,0,,2,2,,reflective,3.0,7.0,2.0,7.0,3.0,2.0,2.0,1.0,,1.0,past,0.0,1.0,1.0,0.0,0.0,2.0,2.0,8.0,2.0,1.0,2,,,,,,,,,,,,,,,,
친구 결혼식 때 갔던 식장 어디였지?,21.6479,24,21,7,3.0,1.0,1,,0,interrogative,,,0.0,0,2.0,0.8,social,travel_leisure,,,,,,,,2,1,0,0,2,1,1,relative,2.0,1,0,,2,2,,reflective,3.0,7.0,2.0,7.0,3.0,2.0,2.0,1.0,,1.0,past,0.0,1.0,1.0,0.0,0.0,2.0,2.0,8.0,2.0,1.0,2,,,,,,,,,,,,,,,,
성훈이랑 최근에 언제 만났더라?,14.5831,20,17,6,2.8333,1.0,1,,0,interrogative,,,0.0,0,1.0,0.8,social,none,,,,,,,,2,1,0,0,2,1,1,relative,3.0,2,0,,2,2,,reflective,3.0,6.0,2.0,6.0,2.0,2.0,1.0,2.0,,1.0,past,0.0,1.0,0.0,1.0,0.0,2.0,3.0,7.0,3.0,0.0,2,,,,,,,,,,,,,,,,
성훈이랑 최근에 어디서 만났더라?,17.0392,21,18,6,3.0,1.0,1,,0,interrogative,,,0.0,0,1.0,0.8,social,none,,,,,,,,2,1,0,0,2,1,1,relative,3.0,2,0,,2,2,,reflective,3.0,7.0,2.0,6.0,2.0,2.0,1.0,2.0,,1.0,past,0.0,1.0,1.0,1.0,0.0,3.0,3.0,7.0,3.0,1.0,2,,,,,,,,,,,,,,,,
성훈이랑 최근에 몇 시에 만났더라?,18.6927,23,20,7,2.8571,1.0,1,,0,interrogative,,,0.0,0,1.0,0.8,social,none,,,,,,,,2,1,0,0,2,1,1,relative,3.0,2,0,,2,2,,reflective,3.0,7.0,3.0,6.0,2.0,2.0,1.0,2.0,,1.0,past,0.0,1.0,0.0,1.0,0.0,2.0,3.0,8.0,3.0,0.0,2,,,,,,,,,,,,,,,,
성훈이랑 최근에 무엇 때문에 만났더라?,22.4367,26,23,7,3.2857,1.0,1,,0,interrogative,,,0.0,0,1.0,0.8,social,none,,,,,,,,2,1,0,0,2,1,1,relative,3.0,2,0,,2,2,,reflective,3.0,6.0,3.0,6.0,2.0,2.0,1.0,3.0,,1.0,past,0.0,1.0,0.0,1.0,0.0,2.0,4.0,7.0,4.0,0.0,2,,,,,,,,,,,,,,,,
지난달에 운동 몇 번이나 했지?,12.7229,20,18,6,3.0,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,health_fitness,activity_tracking,,,,,,,,2,1,1,0,2,1,3,relative,2.0,2,0,,2,2,,neutral,3.0,6.0,7.0,7.0,2.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0,6.0,0.0,2,,,,,,,,,,,,,,,,
지난달에 걷기 몇 번이나 했지?,20.8216,20,18,6,3.0,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,health_fitness,activity_tracking,,,,,,,,2,1,1,0,2,1,3,relative,2.0,2,0,,2,2,,neutral,3.0,6.0,7.0,7.0,2.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0,4.0,0.0,2,,,,,,,,,,,,,,,,
지난달에 요가 몇 번이나 했지?,15.467,19,17,6,2.8333,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,health_fitness,activity_tracking,,,,,,,,2,1,1,0,2,1,3,relative,2.0,2,0,,2,2,,neutral,3.0,6.0,7.0,7.0,2.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0,4.0,0.0,2,,,,,,,,,,,,,,,,
지난달에 수영 몇 번이나 했지?,9.3088,19,17,6,2.8333,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,health_fitness,activity_tracking,,,,,,,,2,1,1,0,2,1,3,relative,2.0,2,0,,2,2,,neutral,3.0,6.0,7.0,7.0,2.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0,4.0,0.0,2,,,,,,,,,,,,,,,,
지난달에 쿠팡에서 총 얼마나 썼지?,21.5989,22,20,6,3.3333,1.0,1,,0,interrogative,,,0.0,0,1.0,0.8,finance,shopping,,,,,,,,2,1,1,0,2,2,3,relative,2.0,2,0,,3,3,,neutral,4.0,7.0,8.0,8.0,2.0,3.0,2.0,2.0,,1.0,past,0.0,0.0,1.0,1.0,1.0,3.0,4.0,8.0,3.0,0.0,3,,,,,,,,,,,,,,,,
지난달에 이마트에서 총 얼마나 썼지?,12.7241,23,21,6,3.5,1.0,1,,0,interrogative,,,0.0,0,1.0,0.8,finance,shopping,,,,,,,,2,1,1,0,2,2,3,relative,2.0,2,0,,3,3,,neutral,4.0,7.0,8.0,8.0,2.0,3.0,2.0,2.0,,1.0,past,0.0,0.0,1.0,1.0,1.0,3.0,4.0,8.0,3.0,0.0,3,,,,,,,,,,,,,,,,
지난달에 전통시장에서 총 얼마나 썼지?,23.353,25,23,6,3.8333,1.0,1,,0,interrogative,,,0.0,0,1.0,0.8,finance,shopping,,,,,,,,2,1,1,0,2,2,3,relative,2.0,2,0,,3,3,,neutral,4.0,7.0,8.0,8.0,2.0,3.0,2.0,2.0,,1.0,past,0.0,0.0,1.0,1.0,0.0,2.0,4.0,8.0,3.0,0.0,3,,,,,,,,,,,,,,,,
지난달에 편의점에서 총 얼마나 썼지?,25.8917,25,23,6,3.8333,1.0,1,,0,interrogative,,,0.0,0,1.0,0.8,finance,shopping,,,,,,,,2,1,1,0,2,2,3,relative,2.0,2,0,,3,3,,neutral,4.0,7.0,8.0,8.0,2.0,3.0,2.0,2.0,,1.0,past,0.0,0.0,1.0,1.0,0.0,2.0,4.0,8.0,3.0,0.0,3,,,,,,,,,,,,,,,,
지난달에 유튜브를 총 몇 시간 재생했지?,17.2496,27,25,7,3.5714,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,media,activity_tracking,,,,,,,,2,1,1,0,2,2,3,relative,2.0,2,0,,2,2,,neutral,3.0,7.0,8.0,7.0,2.0,3.0,2.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,1.0,2.0,4.0,7.0,3.0,0.0,2,,,,,,,,,,,,,,,,
지난달에 넷플릭스를 총 몇 시간 재생했지?,22.1453,29,27,7,3.8571,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,media,activity_tracking,,,,,,,,2,1,1,0,2,2,3,relative,2.0,2,0,,2,2,,neutral,3.0,7.0,8.0,7.0,2.0,3.0,2.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,1.0,2.0,4.0,7.0,3.0,0.0,2,,,,,,,,,,,,,,,,
지난달에 케이팝 플레이리스트를 총 몇 시간 재생했지?,26.7749,37,34,8,4.25,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,media,activity_tracking,,,,,,,,2,1,1,0,2,2,3,relative,2.0,2,0,,2,2,,neutral,3.0,7.0,8.0,7.0,2.0,3.0,2.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,4.0,7.0,4.0,0.0,2,,,,,,,,,,,,,,,,
지난달에 팟캐스트를 총 몇 시간 재생했지?,24.7164,29,27,7,3.8571,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,media,activity_tracking,,,,,,,,2,1,1,0,2,2,3,relative,2.0,2,0,,2,2,,neutral,3.0,7.0,8.0,7.0,2.0,3.0,2.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,4.0,7.0,4.0,0.0,2,,,,,,,,,,,,,,,,
지난해에 약속이 몇 번이나 있었지?,33.8893,23,21,7,3.0,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,social,activity_tracking,,,,,,,,2,1,1,0,2,1,3,relative,1.0,1,0,,1,1,,reflective,3.0,6.0,9.0,9.0,3.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,6.0,6.0,6.0,0.0,1,,,,,,,,,,,,,,,,
지난해에 모임이 몇 번이나 있었지?,28.1026,23,21,7,3.0,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,social,activity_tracking,,,,,,,,2,1,1,0,2,1,3,relative,1.0,1,0,,1,1,,reflective,3.0,6.0,9.0,9.0,3.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,6.0,6.0,6.0,0.0,1,,,,,,,,,,,,,,,,
지난해에 회식이 몇 번이나 있었지?,20.4603,23,21,7,3.0,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,work_study,activity_tracking,,,,,,,,2,1,1,0,2,1,3,relative,1.0,1,0,,1,1,,reflective,3.0,6.0,9.0,9.0,3.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,6.0,6.0,6.0,0.0,1,,,,,,,,,,,,,,,,
지난해에 여행이 몇 번이나 있었지?,13.163,23,21,7,3.0,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,travel_leisure,activity_tracking,,,,,,,,2,1,1,0,2,1,3,relative,1.0,1,0,,1,1,,reflective,3.0,6.0,9.0,9.0,3.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,6.0,6.0,6.0,0.0,1,,,,,,,,,,,,,,,,
올해 상반기에 옷을 몇 번이나 샀지?,19.9251,24,22,7,3.1429,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,shopping,activity_tracking,,,,,,,,2,1,1,0,2,1,3,relative,2.0,1,0,,2,2,,neutral,3.0,6.0,8.0,7.0,3.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0,4.0,0.0,2,,,,,,,,,,,,,,,,
올해 상반기에 신발을 몇 번이나 샀지?,20.4428,25,23,7,3.2857,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,shopping,activity_tracking,,,,,,,,2,1,1,0,2,1,3,relative,2.0,1,0,,2,2,,neutral,3.0,6.0,8.0,7.0,3.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0,4.0,0.0,2,,,,,,,,,,,,,,,,
올해 상반기에 생필품을 몇 번이나 샀지?,28.4905,27,25,7,3.5714,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,shopping,activity_tracking,,,,,,,,2,1,1,0,2,1,3,relative,2.0,1,0,,2,2,,neutral,3.0,6.0,8.0,7.0,3.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0,4.0,0.0,2,,,,,,,,,,,,,,,,
올해 상반기에 화장품을 몇 번이나 샀지?,17.8084,27,25,7,3.5714,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,shopping,activity_tracking,,,,,,,,2,1,1,0,2,1,3,relative,2.0,1,0,,2,2,,neutral,3.0,6.0,8.0,7.0,3.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0,4.0,0.0,2,,,,,,,,,,,,,,,,
지난주에 영어 회화를 몇 시간 했지?,18.2183,24,22,7,3.1429,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,work_study,activity_tracking,,,,,,,,2,1,1,0,2,1,3,relative,3.0,3,0,,2,2,,neutral,3.0,6.0,8.0,7.0,2.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0,4.0,0.0,2,,,,,,,,,,,,,,,,
지난주에 자격증 공부를 몇 시간 했지?,18.8426,26,24,7,3.4286,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,work_study,activity_tracking,,,,,,,,2,1,1,0,2,1,3,relative,3.0,3,0,,2,2,,neutral,3.0,6.0,8.0,7.0,2.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0,4.0,0.0,2,,,,,,,,,,,,,,,,
지난주에 독서를 몇 시간 했지?,16.7158,22,20,6,3.3333,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,leisure,activity_tracking,,,,,,,,2,1,1,0,2,1,3,relative,3.0,3,0,,2,2,,neutral,3.0,6.0,8.0,7.0,2.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0,4.0,0.0,2,,,,,,,,,,,,,,,,
지난주에 오프라인 합주를 몇 시간 했지?,21.5635,28,26,7,3.7143,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,leisure,activity_tracking,,,,,,,,2,1,1,0,2,1,3,relative,3.0,3,0,,2,2,,neutral,3.0,6.0,8.0,7.0,2.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0,4.0,0.0,2,,,,,,,,,,,,,,,,
올해 캠핑을 몇 번이나 갔지?,15.08,22,20,6,3.3333,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,travel_leisure,activity_tracking,,,,,,,,2,1,1,0,2,1,3,relative,2.0,1,0,,2,2,,reflective,3.0,6.0,8.0,7.0,3.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,5.0,6.0,4.0,0.0,2,,,,,,,,,,,,,,,,
올해 나들이를 몇 번이나 갔지?,26.4506,23,21,6,3.5,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,travel_leisure,activity_tracking,,,,,,,,2,1,1,0,2,1,3,relative,2.0,1,0,,2,2,,reflective,3.0,6.0,8.0,7.0,3.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,5.0,6.0,4.0,0.0,2,,,,,,,,,,,,,,,,
올해 산책을 몇 번이나 갔지?,14.2559,22,20,6,3.3333,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,health_fitness,activity_tracking,,,,,,,,2,1,1,0,2,1,3,relative,2.0,1,0,,2,2,,reflective,3.0,6.0,8.0,7.0,3.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,5.0,6.0,4.0,0.0,2,,,,,,,,,,,,,,,,
올해 여행을 몇 번이나 갔지?,16.9997,22,20,6,3.3333,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,travel_leisure,activity_tracking,,,,,,,,2,1,1,0,2,1,3,relative,2.0,1,0,,2,2,,reflective,3.0,6.0,8.0,7.0,3.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,5.0,6.0,4.0,0.0,2,,,,,,,,,,,,,,,,
이번 달에 배달 음식을 몇 번 먹었지?,12.1014,24,22,7,3.1429,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,food_dining,activity_tracking,,,,,,,,2,1,1,0,2,1,3,relative,2.0,3,0,,2,2,,neutral,3.0,6.0,8.0,7.0,2.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0,4.0,0.0,2,,,,,,,,,,,,,,,,
이번 달에 외식을 몇 번 먹었지?,25.2473,22,20,6,3.3333,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,food_dining,activity_tracking,,,,,,,,2,1,1,0,2,1,3,relative,2.0,3,0,,2,2,,neutral,3.0,6.0,8.0,7.0,2.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0,4.0,0.0,2,,,,,,,,,,,,,,,,
이번 달에 카페를 몇 번 먹었지?,17.5864,22,20,6,3.3333,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,food_dining,activity_tracking,,,,,,,,2,1,1,0,2,1,3,relative,2.0,3,0,,2,2,,neutral,3.0,6.0,8.0,7.0,2.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0,4.0,0.0,2,,,,,,,,,,,,,,,,
이번 달에 편의점에서 몇 번 먹었지?,20.9935,25,23,6,3.8333,1.0,1,,0,interrogative,,,0.0,0,1.0,0.9,food_dining,activity_tracking,,,,,,,,2,1,1,0,2,2,3,relative,2.0,3,0,,2,2,,neutral,3.0,6.0,8.0,7.0,2.0,2.0,1.0,2.0,,1.0,past,0.0,0.0,1.0,1.0,0.0,2.0,5.0,7.0,4.0,0.0,2,,,,,,,,,,,,,,,,
지난달과 비교했을 때 이번 달 운동량이 얼마나 늘었지?,23.8735,33,30,9,3.3333,1.0,1,,0,interrogative,,,0.0,0,2.0,0.9,comparison_progress,health_fitness,,,,,,,,3,1,1,0,2,1,3,relative,2.0,3,0,,3,3,,neutral,4.0,8.0,8.0,8.0,2.0,3.0,2.0,3.0,,1.0,past,1.0,0.0,0.0,1.0,0.0,1.0,7.0,7.0,6.0,0.0,2,,,,,,,,,,,,,,,,
지난달과 비교했을 때 이번 달 걸음 수가 얼마나 늘었지?,12.2085,36,33,10,3.3,1.0,1,,0,interrogative,,,0.0,0,2.0,0.9,comparison_progress,health_fitness,,,,,,,,3,1,1,0,2,1,3,relative,2.0,3,0,,3,3,,neutral,4.0,8.0,8.0,8.0,2.0,3.0,2.0,3.0,,1.0,past,1.0,0.0,0.0,1.0,0.0,1.0,7.0,7.0,6.0,0.0,2,,,,,,,,,,,,,,,,
지난달과 비교했을 때 이번 달 칼로리 소모가 얼마나 늘었지?,14.8955,39,36,10,3.6,1.0,1,,0,interrogative,,,0.0,0,2.0,0.9,comparison_progress,health_fitness,,,,,,,,3,1,1,0,2,1,3,relative,2.0,3,0,,3,3,,3,,,,,,,,,,1.0,past,1.0,0.0,0.0,1.0,0.0,1.0,7.0,7.0,6.0,0.0,2,,,,,,,,,,,,,,,,
지난달과 비교했을 때 이번 달 활동 시간이 얼마나 늘었지?,24.6488,38,35,10,3.5,1.0,1,,0,interrogative,,,0.0,0,2.0,0.9,comparison_progress,health_fitness,,,,,,,,3,1,1,0,2,1,3,relative,2.0,3,0,,3,3,,3,,,,,,,,,,1.0,past,1.0,0.0,0.0,1.0,0.0,1.0,7.0,7.0,6.0,0.0,2,,,,,,,,,,,,,,,,
작년과 비교했을 때 올해 카드 결제액이 얼마나 늘었지?,25.3443,33,30,8,3.75,1.0,1,,1,interrogative,,,,0,2.0,0.7,finance,time,,,,,,,,3,1,1,0,1,1,1,relative,2.0,3,0,,3,4,,curious,4.0,7.0,3.0,9.0,5.0,3.0,1.0,2.0,,1.0,mixed,0.0,0.0,,1.0,,3.0,3.0,8.0,4.0,0.0,4,1.0,0.0,1.0,,,,,,,,,,,,,
작년과 비교했을 때 올해 여가 비용이 얼마나 늘었지?,20.8705,33,30,8,3.75,1.0,1,,1,interrogative,,,,0,2.0,0.7,lifestyle,time,,,,,,,,3,1,1,0,1,1,1,relative,2.0,3,0,,3,3,,curious,4.0,7.0,3.0,9.0,5.0,3.0,1.0,2.0,,1.0,mixed,0.0,0.0,,1.0,,3.0,3.0,7.0,4.0,0.0,3,1.0,0.0,1.0,,,,,,,,,,,,,
작년과 비교했을 때 올해 고정 지출이 얼마나 늘었지?,23.7459,34,31,8,3.88,1.0,1,,1,interrogative,,,,0,2.0,0.7,finance,time,,,,,,,,3,1,1,0,1,1,1,relative,2.0,3,0,,3,4,,curious,4.0,7.0,3.0,9.0,5.0,3.0,1.0,2.0,,1.0,mixed,0.0,0.0,,1.0,,3.0,3.0,8.0,4.0,0.0,4,1.0,0.0,1.0,,,,,,,,,,,,,
작년과 비교했을 때 올해 생활비가 얼마나 늘었지?,24.2751,33,30,8,3.75,1.0,1,,1,interrogative,,,,0,2.0,0.7,finance,time,,,,,,,,3,1,1,0,1,1,1,relative,2.0,3,0,,3,4,,curious,4.0,7.0,3.0,9.0,5.0,3.0,1.0,2.0,,1.0,mixed,0.0,0.0,,1.0,,3.0,3.0,8.0,4.0,0.0,4,1.0,0.0,1.0,,,,,,,,,,,,,
올해 가장 많이 들었던 음악 순서대로 알려줘,25.2008,27,24,6,4.0,1.0,0,,0,imperative,,,,0,1.0,0.7,media,entertainment,,,,,,,,2,1,1,1,0,1,2,relative,2.0,4,0,,2,2,,curious,3.0,6.0,2.0,7.0,4.0,2.0,1.0,2.0,,0.0,present,0.0,0.0,,1.0,,2.0,2.0,7.0,3.0,0.0,2,1.0,0.0,1.0,,,,,,,,,,,,,
올해 가장 많이 시청했던 유튜브 채널 순서대로 알려줘,20.1194,32,29,7,4.14,1.0,0,,0,imperative,,,,0,1.0,0.7,media,entertainment,,,,,,,,2,1,1,1,0,1,2,relative,2.0,4,0,,2,2,,curious,3.0,6.0,2.0,7.0,4.0,2.0,1.0,2.0,,0.0,present,0.0,0.0,,1.0,,3.0,2.0,7.0,3.0,0.0,2,1.0,0.0,1.0,,,,,,,,,,,,,
올해 가장 많이 플레이한 게임 순서대로 알려줘,33.9973,29,26,6,4.33,1.0,0,,0,imperative,,,,0,1.0,0.7,media,entertainment,,,,,,,,2,1,1,1,0,1,2,relative,2.0,4,0,,2,2,,curious,3.0,6.0,2.0,7.0,4.0,2.0,1.0,2.0,,0.0,present,0.0,0.0,,1.0,,2.0,2.0,7.0,3.0,0.0,2,1.0,0.0,1.0,,,,,,,,,,,,,
올해 가장 많이 본 드라마 순서대로 알려줘,12.8249,26,23,6,3.83,1.0,0,,0,imperative,,,,0,1.0,0.7,media,entertainment,,,,,,,,2,1,1,1,0,1,2,relative,2.0,4,0,,2,2,,curious,3.0,6.0,2.0,7.0,4.0,2.0,1.0,2.0,,0.0,present,0.0,0.0,,1.0,,2.0,2.0,7.0,3.0,0.0,2,1.0,0.0,1.0,,,,,,,,,,,,,
지난달에 성진이랑 통화한 횟수 이번달과 비교해줘,19.2887,30,27,8,3.38,1.0,0,,0,imperative,,,,0,2.0,0.7,communication,social,,,,,,,,2,1,1,0,1,1,1,relative,2.0,4,0,,3,3,,curious,3.0,6.0,2.0,6.0,3.0,2.0,1.0,2.0,,0.0,mixed,0.0,1.0,,1.0,,3.0,2.0,7.0,3.0,0.0,3,0.0,0.0,1.0,,,,,,,,,,,,,
지난달에 성진이랑 메시지 교환 횟수 이번달과 비교해줘,21.6109,33,30,8,3.75,1.0,0,,0,imperative,,,,0,2.0,0.7,communication,social,,,,,,,,2,1,1,0,1,1,1,relative,2.0,4,0,,3,3,,curious,3.0,6.0,2.0,6.0,3.0,2.0,1.0,2.0,,0.0,mixed,0.0,1.0,,1.0,,3.0,2.0,7.0,3.0,0.0,3,0.0,0.0,1.0,,,,,,,,,,,,,
지난달에 성진이랑 만난 횟수 이번달과 비교해줘,20.2698,30,27,8,3.38,1.0,0,,0,imperative,,,,0,2.0,0.7,lifestyle,social,,,,,,,,2,1,1,0,1,1,1,relative,2.0,4,0,,3,3,,curious,3.0,6.0,2.0,6.0,3.0,2.0,1.0,2.0,,0.0,mixed,0.0,1.0,,1.0,,3.0,2.0,7.0,3.0,0.0,3,0.0,0.0,1.0,,,,,,,,,,,,,
지난달에 성진이랑 영상통화 횟수 이번달과 비교해줘,14.0343,33,30,8,3.75,1.0,0,,0,imperative,,,,0,2.0,0.7,communication,social,,,,,,,,2,1,1,0,1,1,1,relative,2.0,4,0,,3,3,,curious,3.0,6.0,2.0,6.0,3.0,2.0,1.0,2.0,,0.0,mixed,0.0,1.0,,1.0,,3.0,2.0,7.0,3.0,0.0,3,0.0,0.0,1.0,,,,,,,,,,,,,
온라인 쇼핑과 오프라인 쇼핑 결제 금액 비교해줘,32.1986,30,27,6,4.5,1.0,0,,0,imperative,,,,0,2.0,0.7,shopping,finance,,,,,,,,2,1,1,0,1,1,1,relative,2.0,3,0,,3,3,,curious,3.0,6.0,2.0,6.0,3.0,2.0,1.0,2.0,,0.0,past,0.0,0.0,,0.0,,3.0,2.0,7.0,3.0,0.0,3,0.0,0.0,1.0,,,,,,,,,,,,,
카드 결제와 현금 결제 금액 비교해줘,26.7424,24,21,5,4.2,1.0,0,,0,imperative,,,,0,2.0,0.7,finance,none,,,,,,,,2,1,1,0,1,1,1,relative,2.0,3,0,,3,3,,curious,3.0,6.0,2.0,6.0,3.0,2.0,1.0,2.0,,0.0,past,0.0,0.0,,0.0,,2.0,2.0,7.0,3.0,0.0,3,0.0,0.0,1.0,,,,,,,,,,,,,
이번 달과 지난달 결제 금액 비교해줘,21.2016,24,21,5,4.2,1.0,0,,0,imperative,,,,0,2.0,0.7,finance,time,,,,,,,,2,1,1,0,1,1,1,relative,2.0,4,0,,3,3,,curious,3.0,6.0,2.0,6.0,3.0,2.0,1.0,2.0,,0.0,mixed,0.0,0.0,,1.0,,2.0,2.0,7.0,3.0,0.0,3,0.0,0.0,1.0,,,,,,,,,,,,,
평일과 주말 결제 금액 비교해줘,30.0478,24,21,5,4.2,1.0,0,,0,imperative,,,,0,2.0,0.7,finance,time,,,,,,,,2,1,1,0,1,1,1,relative,2.0,3,0,,3,3,,curious,3.0,6.0,2.0,6.0,3.0,2.0,1.0,2.0,,0.0,past,0.0,0.0,,1.0,,2.0,2.0,7.0,3.0,0.0,3,0.0,0.0,1.0,,,,,,,,,,,,,
이번 달이랑 지난달 근무 시간을 비교해줘,31.5749,26,23,6,3.83,1.0,0,,0,imperative,,,,0,2.0,0.7,work_study,time,,,,,,,,2,1,1,0,1,1,1,relative,2.0,4,0,,3,3,,curious,3.0,6.0,2.0,6.0,3.0,2.0,1.0,2.0,,0.0,mixed,0.0,0.0,,1.0,,2.0,2.0,7.0,3.0,0.0,3,0.0,0.0,1.0,,,,,,,,,,,,,
