queries,MAL,TXT_char_count,TXT_char_count_no_spaces,TXT_word_count,TXT_avg_word_length,TXT_sentence_count,TXT_punctuation_count,TXT_question_mark_flag,TXT_special_char_count,TXT_text_density,LING_query_type,LING_tense,LING_has_modality,LING_has_negation,LING_has_conditional,LING_clause_complexity,LING_verb_count,LING_noun_count,LING_verb_noun_ratio,SEM_domain_primary,SEM_domain_secondary,SEM_entity_person_count,SEM_entity_time_count,SEM_entity_location_count,SEM_entity_finance_count,SEM_entity_media_count,SEM_entity_health_count,SEM_entity_count_total,SEM_abstractness_score,SEM_specificity_score,SEM_ambiguity_score,TASK_operation_count,TASK_needs_filtering,TASK_needs_aggregation,TASK_needs_sorting,TASK_modality_types,TASK_external_dependency,TASK_expected_result_count,TASK_personalization_level,TASK_steps_implicit,TEMP_reference_type,TEMP_range_specificity,TEMP_recency_requirement,TEMP_historical_vs_realtime,TEMP_location_context_required,INTENT_urgency_level,INTENT_consequence_severity,INTENT_priority_indicator,INTENT_emotional_tone,INTENT_satisfaction_criticality,INFO_density_score,INFO_constraint_count,INFO_precision_requirement,INFO_recall_requirement,COMP_search_space_size,COMP_index_complexity,COMP_join_operations_needed,COMP_reasoning_depth
올해 상반기에 신발을 몇 번이나 샀지?,20.4428,27,24,7,3.43,1,1,1,1,7,interrogative,past,0,0,0,2,1,3,0.33,shopping,personal_memory,0,1,0,0,0,0,1,4,7,3,2,1,1,0,2,1,3,2,2,relative,3,1,historical,0,2,3,2,neutral,5,4,6,6,4,3,1,3.0,
올해 상반기에 생필품을 몇 번이나 샀지?,28.4905,30,27,7,3.86,1,1,1,1,7,interrogative,past,0,0,0,2,1,3,0.33,shopping,personal_memory,0,1,0,0,0,0,1,4,7,3,2,1,1,0,2,1,3,2,2,relative,3,1,historical,0,2,3,2,neutral,5,4,6,6,4,3,1,3.0,
올해 상반기에 화장품을 몇 번이나 샀지?,17.8084,30,27,7,3.86,1,1,1,1,7,interrogative,past,0,0,0,2,1,3,0.33,shopping,personal_memory,0,1,0,0,0,0,1,4,7,3,2,1,1,0,2,1,3,2,2,relative,3,1,historical,0,2,3,2,neutral,5,4,6,6,4,3,1,3.0,
지난주에 영어 회화를 몇 시간 했지?,18.2183,26,23,7,3.29,1,1,1,1,7,interrogative,past,0,0,0,2,1,3,0.33,activity,education,0,1,0,0,0,1,2,4,7,3,2,1,1,0,2,1,2,2,2,relative,2,2,historical,0,2,2,2,neutral,5,5,6,5,3,3,2,3.0,
지난주에 자격증 공부를 몇 시간 했지?,18.8426,28,25,7,3.57,1,1,1,1,7,interrogative,past,0,0,0,2,1,3,0.33,activity,education,0,1,0,0,0,1,2,4,7,3,2,1,1,0,2,1,2,2,2,relative,2,2,historical,0,2,2,2,neutral,5,5,6,5,3,3,2,3.0,
지난주에 독서를 몇 시간 했지?,16.7158,24,21,6,3.5,1,1,1,1,6,interrogative,past,0,0,0,2,1,2,0.5,activity,leisure,0,1,0,0,0,1,2,4,7,3,2,1,1,0,2,1,2,2,2,relative,2,2,historical,0,2,2,2,neutral,4,4,6,5,3,3,2,3.0,
지난주에 오프라인 합주를 몇 시간 했지?,21.5635,30,27,7,3.86,1,1,1,1,7,interrogative,past,0,0,0,2,1,3,0.33,activity,music,0,1,0,0,0,1,2,4,7,3,2,1,1,0,2,1,2,2,2,relative,2,2,historical,0,2,2,2,neutral,5,5,6,5,3,3,2,3.0,
올해 캠핑을 몇 번이나 갔지?,15.08,23,20,6,3.33,1,1,1,1,6,interrogative,past,0,0,0,2,1,2,0.5,travel,leisure,0,1,0,0,0,0,1,4,6,4,2,1,1,0,2,1,3,2,2,relative,3,1,historical,0,2,3,2,reflective,5,4,6,6,4,3,1,3.0,
올해 나들이를 몇 번이나 갔지?,26.4506,24,21,6,3.5,1,1,1,1,6,interrogative,past,0,0,0,2,1,2,0.5,travel,leisure,0,1,0,0,0,0,1,4,6,4,2,1,1,0,2,1,3,2,2,relative,3,1,historical,0,2,3,2,reflective,5,4,6,6,4,3,1,3.0,
올해 산책을 몇 번이나 갔지?,14.2559,23,20,6,3.33,1,1,1,1,6,interrogative,past,0,0,0,2,1,2,0.5,activity,health,0,1,0,0,0,1,2,4,6,4,2,1,1,0,2,1,3,2,2,relative,3,1,historical,0,2,3,2,reflective,5,4,6,6,4,3,1,3.0,
올해 여행을 몇 번이나 갔지?,16.9997,23,20,6,3.33,1,1,1,1,6,interrogative,past,0,0,0,2,1,2,0.5,travel,personal_memory,0,1,0,0,0,0,1,4,6,4,2,1,1,0,2,1,3,2,2,relative,3,1,historical,0,2,3,2,reflective,5,4,6,6,4,3,1,3.0,
이번 달에 배달 음식을 몇 번 먹었지?,12.1014,25,22,7,3.14,1,1,1,1,7,interrogative,past,0,0,0,2,1,3,0.33,activity,food,0,1,0,0,0,0,1,4,7,3,2,1,1,0,2,1,2,2,2,relative,2,2,historical,0,2,2,2,neutral,5,4,6,5,3,3,2,3.0,
이번 달에 외식을 몇 번 먹었지?,25.2473,24,21,7,3.0,1,1,1,1,7,interrogative,past,0,0,0,2,1,3,0.33,activity,food,0,1,0,0,0,0,1,4,7,3,2,1,1,0,2,1,2,2,2,relative,2,2,historical,0,2,2,2,neutral,5,4,6,5,3,3,2,3.0,
이번 달에 카페를 몇 번 먹었지?,17.5864,24,21,7,3.0,1,1,1,1,7,interrogative,past,0,0,0,2,1,3,0.33,activity,food,0,1,0,0,0,0,1,4,7,3,2,1,1,0,2,1,2,2,2,relative,2,2,historical,0,2,2,2,neutral,5,4,6,5,3,3,2,3.0,
이번 달에 편의점에서 몇 번 먹었지?,20.9935,26,23,7,3.29,1,1,1,1,7,interrogative,past,0,0,0,2,1,3,0.33,activity,food,0,1,0,0,0,0,1,4,7,3,2,1,1,0,2,1,2,2,2,relative,2,2,historical,0,2,2,2,neutral,5,4,6,5,3,3,2,3.0,
지난달과 비교했을 때 이번 달 운동량이 얼마나 늘었지?,23.8735,36,32,9,3.56,1,1,1,1,9,interrogative,past,0,0,0,2,1,4,0.25,activity,health,0,2,0,0,0,1,3,5,6,4,3,1,1,0,2,1,2,3,2,relative,2,2,historical,0,2,3,3,neutral,7,6,7,7,4,3,2,4.0,
지난달과 비교했을 때 이번 달 걸음 수가 얼마나 늘었지?,12.2085,40,36,10,3.6,1,1,1,1,10,interrogative,past,0,0,0,2,1,4,0.25,activity,health,0,2,0,0,0,1,3,5,6,4,3,1,1,0,2,1,2,3,2,relative,2,2,historical,0,2,3,3,neutral,7,6,7,7,4,3,2,4.0,
지난달과 비교했을 때 이번 달 칼로리 소모가 얼마나 늘었지?,14.8955,42,38,10,3.8,1,1,1,1,10,interrogative,past,0,0,0,2,1,4,0.25,activity,health,0,2,0,0,0,1,3,5,6,4,3,1,1,0,2,1,2,3,2,relative,2,2,historical,0,2,3,3,neutral,7,6,7,7,4,3,2,4.0,
지난달과 비교했을 때 이번 달 활동 시간이 얼마나 늘었지?,24.6488,42,38,10,3.8,1,1,1,1,10,interrogative,past,0,0,0,2,1,4,0.25,activity,health,0,2,0,0,0,1,3,5,6,4,3,1,1,0,2,1,2,3,2,relative,2,2,historical,0,2,3,3,neutral,7,6,7,7,4,3,2,4.0,
작년과 비교했을 때 올해 카드 결제액이 얼마나 늘었지?,25.3443,32,29,8,3.6,1,1,1,1,8,interrogative,mixed,0,0,0,3,2,4,0.5,finance,time_use,0,2,0,1,0,0,3,5,8,3,3,1,1,0,1,0,1,3,relative,2,3,historical,0,3,3,3,curious,4,6,3,8,4,3,3,3,,
작년과 비교했을 때 올해 여가 비용이 얼마나 늘었지?,20.8705,32,29,8,3.6,1,1,1,1,8,interrogative,mixed,0,0,0,3,2,4,0.5,time_use,finance,0,2,0,1,0,0,3,5,8,3,3,1,1,0,1,0,1,3,relative,2,3,historical,0,3,2,3,curious,4,6,3,8,4,3,3,3,,
작년과 비교했을 때 올해 고정 지출이 얼마나 늘었지?,23.7459,32,29,8,3.6,1,1,1,1,8,interrogative,mixed,0,0,0,3,2,4,0.5,finance,time_use,0,2,0,1,0,0,3,5,8,3,3,1,1,0,1,0,1,3,relative,2,3,historical,0,3,3,3,curious,4,6,3,8,4,3,3,3,,
작년과 비교했을 때 올해 생활비가 얼마나 늘었지?,24.2751,32,29,8,3.6,1,1,1,1,8,interrogative,mixed,0,0,0,3,2,4,0.5,finance,time_use,0,2,0,1,0,0,3,5,8,3,3,1,1,0,1,0,1,3,relative,2,3,historical,0,3,3,3,curious,4,6,3,8,4,3,3,3,,
올해 가장 많이 들었던 음악 순서대로 알려줘,25.2008,24,22,6,3.7,1,0,0,0,6,imperative,present,0,0,0,2,1,3,0.33,media,time_use,0,1,0,0,1,0,2,3,7,2,2,1,0,1,1,0,2,2,relative,1,2,historical,0,1,1,2,neutral,3,4,2,6,3,2,1,2,,
올해 가장 많이 시청했던 유튜브 채널 순서대로 알려줘,20.1194,30,27,7,3.9,1,0,0,0,7,imperative,present,0,0,0,2,1,4,0.25,media,time_use,0,1,0,0,1,0,2,3,8,2,2,1,0,1,1,0,2,2,relative,1,2,historical,0,1,1,2,neutral,3,4,2,6,3,2,1,2,,
올해 가장 많이 플레이한 게임 순서대로 알려줘,33.9973,26,24,6,4.0,1,0,0,0,6,imperative,present,0,0,0,2,1,3,0.33,media,time_use,0,1,0,0,1,0,2,3,7,2,2,1,0,1,1,0,2,2,relative,1,2,historical,0,1,1,2,neutral,3,4,2,6,3,2,1,2,,
올해 가장 많이 본 드라마 순서대로 알려줘,12.8249,24,22,6,3.7,1,0,0,0,6,imperative,present,0,0,0,2,1,3,0.33,media,time_use,0,1,0,0,1,0,2,3,7,2,2,1,0,1,1,0,2,2,relative,1,2,historical,0,1,1,2,neutral,3,4,2,6,3,2,1,2,,
지난달에 성진이랑 통화한 횟수 이번달과 비교해줘,19.2887,30,27,7,3.9,1,0,0,0,7,imperative,mixed,0,0,0,3,1,4,0.25,communication,time_use,1,2,0,0,0,0,3,4,7,3,3,1,1,0,1,0,2,3,relative,2,3,historical,0,3,2,3,neutral,4,5,3,6,3,2,2,3,,
지난달에 성진이랑 메시지 교환 횟수 이번달과 비교해줘,21.6109,33,30,8,3.8,1,0,0,0,8,imperative,mixed,0,0,0,3,1,4,0.25,communication,time_use,1,2,0,0,0,0,3,4,7,3,3,1,1,0,1,0,2,3,relative,2,3,historical,0,3,2,3,neutral,4,5,3,6,3,2,2,3,,
지난달에 성진이랑 만난 횟수 이번달과 비교해줘,20.2698,30,27,7,3.9,1,0,0,0,7,imperative,mixed,0,0,0,3,1,4,0.25,social,time_use,1,2,0,0,0,0,3,4,7,3,3,1,1,0,1,0,2,3,relative,2,3,historical,0,3,2,3,neutral,4,4,3,6,3,2,2,3,,
지난달에 성진이랑 영상통화 횟수 이번달과 비교해줘,14.0343,32,29,8,3.6,1,0,0,0,8,imperative,mixed,0,0,0,3,1,4,0.25,communication,time_use,1,2,0,0,0,0,3,4,7,3,3,1,1,0,1,0,2,3,relative,2,3,historical,0,3,2,3,neutral,4,4,3,6,3,2,2,3,,
온라인 쇼핑과 오프라인 쇼핑 결제 금액 비교해줘,32.1986,28,25,7,3.6,1,0,0,0,7,imperative,present,0,0,0,3,1,4,0.25,finance,shopping,0,0,0,1,0,0,2,4,7,3,2,1,1,0,1,0,2,2,none,0,0,historical,0,2,3,3,neutral,4,4,3,5,3,2,2,3,,
카드 결제와 현금 결제 금액 비교해줘,26.7424,24,21,6,3.5,1,0,0,0,6,imperative,present,0,0,0,3,1,3,0.33,finance,none,0,0,0,1,0,0,1,4,6,3,2,1,1,0,1,0,2,2,none,0,0,historical,0,2,3,3,neutral,4,4,3,5,3,2,2,3,,
이번 달과 지난달 결제 금액 비교해줘,21.2016,24,21,6,3.5,1,0,0,0,6,imperative,mixed,0,0,0,3,1,3,0.33,finance,time_use,0,2,0,1,0,0,3,4,7,3,2,1,1,0,1,0,2,3,relative,2,3,historical,0,3,3,3,neutral,4,4,3,5,3,2,2,3,,
평일과 주말 결제 금액 비교해줘,30.0478,22,19,5,3.8,1,0,0,0,5,imperative,present,0,0,0,3,1,3,0.33,finance,time_use,0,0,0,1,0,0,1,4,6,3,2,1,1,0,1,0,2,2,none,0,0,historical,0,2,3,3,neutral,3,3,3,5,3,2,2,3,,
이번 달이랑 지난달 근무 시간을 비교해줘,31.5749,26,23,6,3.8,1,0,0,0,6,imperative,mixed,0,0,0,3,1,3,0.33,work_study,time_use,0,2,0,0,0,0,2,4,7,3,2,1,1,0,1,0,2,3,relative,2,3,historical,0,3,4,4,neutral,4,4,3,5,3,2,2,3,,
이번 달이랑 지난달 회의 시간을 비교해줘,17.9169,26,23,6,3.8,1,0,0,0,6,imperative,mixed,0,0,0,3,1,3,0.33,work_study,time_use,0,2,0,0,0,0,2,4,7,3,2,1,1,0,1,0,2,3,relative,2,3,historical,0,3,3,3,neutral,4,3,3,5,3,2,2,3,,
이번 달이랑 지난달 학습 시간을 비교해줘,21.2882,26,23,6,3.8,1,0,0,0,6,imperative,mixed,0,0,0,3,1,3,0.33,work_study,time_use,0,2,0,0,0,0,2,4,7,3,2,1,1,0,1,0,2,3,relative,2,3,historical,0,3,3,3,neutral,4,3,3,5,3,2,2,3,,
이번 달이랑 지난달 작업 시간을 비교해줘,21.7818,26,23,6,3.8,1,0,0,0,6,imperative,mixed,0,0,0,3,1,3,0.33,work_study,time_use,0,2,0,0,0,0,2,4,7,3,2,1,1,0,1,0,2,3,relative,2,3,historical,0,3,3,3,neutral,4,3,3,5,3,2,2,3,,
여행 갔을 때 평소보다 평균 걸음 수가 얼마나 늘었지?,17.8381,32,29,8,3.6,1,1,1,1,8,interrogative,past,0,0,0,3,2,4,0.5,health_fitness,time_use,0,1,1,0,0,1,3,4,8,3,3,1,1,0,1,0,2,3,relative,2,3,historical,1,3,3,3,curious,4,6,3,7,3,2,2,3,,
여행 갔을 때 평소보다 활동량이 얼마나 늘었지?,27.7023,30,27,7,3.9,1,1,1,1,7,interrogative,past,0,0,0,3,2,4,0.5,health_fitness,time_use,0,1,1,0,0,1,3,4,7,3,3,1,1,0,1,0,2,3,relative,2,3,historical,1,3,3,3,curious,4,6,3,7,3,2,2,3,,
여행 갔을 때 평소보다 이동 거리가 얼마나 늘었지?,22.2324,32,29,8,3.6,1,1,1,1,8,interrogative,past,0,0,0,3,2,4,0.5,health_fitness,time_use,0,1,1,0,0,1,3,4,7,3,3,1,1,0,1,0,2,3,relative,2,3,historical,1,3,3,3,curious,4,5,3,7,3,2,2,3,,
여행 갔을 때 평소보다 칼로리 소모가 얼마나 늘었지?,29.7746,32,29,8,3.6,1,1,1,1,8,interrogative,past,0,0,0,3,2,4,0.5,health_fitness,time_use,0,1,1,0,0,1,3,4,8,3,3,1,1,0,1,0,2,3,relative,2,3,historical,1,3,3,3,curious,4,5,3,7,3,2,2,3,,
지난달에 집에서 보낸 시간과 밖에서 보낸 시간 비교해줘,36.7562,34,31,8,3.9,1,0,0,0,8,imperative,past,0,0,0,3,1,4,0.25,time_use,none,0,1,0,0,0,0,2,4,7,3,2,1,1,0,1,0,2,3,relative,2,3,historical,0,3,3,3,neutral,4,3,3,5,3,2,2,3,,
지난달에 근무 시간과 여가 시간 비교해줘,21.8848,28,25,7,3.6,1,0,0,0,7,imperative,past,0,0,0,3,1,3,0.33,time_use,work_study,0,1,0,0,0,0,2,4,7,3,2,1,1,0,1,0,2,3,relative,2,3,historical,0,3,3,3,neutral,4,3,3,5,3,2,2,3,,
지난달과 이번달 취미생활하는데 쓴 시간 비교해줘,27.537,32,29,8,3.6,1,0,0,0,8,imperative,mixed,0,0,0,3,1,4,0.25,time_use,media,0,2,0,0,0,0,2,4,7,3,2,1,1,0,1,0,2,3,relative,2,3,historical,0,3,3,3,neutral,3,3,3,5,3,2,2,3,,
지난달과 이번달에 가장 많이 먹은 음식 비교해줘,36.4351,32,29,8,3.6,1,0,0,0,8,imperative,mixed,0,0,0,3,1,4,0.25,health_fitness,time_use,0,2,0,0,0,0,2,4,7,3,2,1,1,0,1,0,2,3,relative,2,3,historical,0,3,3,3,neutral,3,3,3,5,3,2,2,3,,
이번 주 요일 별 칼로리 소모량을 순서대로 알려줘,11.356,30,27,7,3.9,1,0,0,0,7,imperative,present,0,0,0,3,1,4,0.25,health_fitness,time_use,0,1,0,0,0,1,2,3,9,2,2,1,1,0,1,1,2,3,relative,3,4,historical,0,2,3,3,neutral,3,3,3,6,3,2,2,3,,
이번 주 날짜 별 칼로리 소모량을 순서대로 알려줘,20.8111,30,27,7,3.9,1,0,0,0,7,imperative,present,0,0,0,3,1,4,0.25,health_fitness,time_use,0,1,0,0,0,1,2,3,9,2,2,1,1,0,1,1,2,3,relative,3,4,historical,0,2,3,3,neutral,3,3,3,6,3,2,2,3,,
이번 주 시간 별 칼로리 소모량을 순서대로 알려줘,23.7308,30,27,7,3.9,1,0,0,0,7,imperative,present,0,0,0,3,1,4,0.25,health_fitness,time_use,0,1,0,0,0,1,2,3,9,2,2,1,1,0,1,1,2,3,relative,4,4,historical,0,2,3,3,neutral,3,3,3,6,3,2,2,3,,
이번 주 활동 별 칼로리 소모량을 순서대로 알려줘,32.4589,30,27,7,3.9,1,0,0,0,7,imperative,present,0,0,0,3,1,4,0.25,health_fitness,time_use,0,1,0,0,0,1,2,3,9,2,2,1,1,0,1,1,2,3,relative,3,4,historical,0,2,3,3,neutral,3,3,3,6,3,2,2,3,,
지난달 카드 결제 내역을 정리해서 가계부로 작성해줘,30.0569,32,29,8,3.6,1,0,0,0,8,imperative,past,0,0,0,4,2,4,0.5,finance,work_study,0,1,0,1,0,0,3,7,8,3,4,1,1,0,2,0,3,3,relative,2,3,historical,0,3,4,4,planning,5,5,4,7,4,3,3,4,,
지난달 관리비 내역을 정리해서 가계부로 작성해줘,19.4243,32,29,8,3.6,1,0,0,0,8,imperative,past,0,0,0,4,2,4,0.5,finance,work_study,0,1,0,1,0,0,3,7,8,3,4,1,1,0,2,0,3,3,relative,2,3,historical,0,3,4,4,planning,5,5,4,7,4,3,3,4,,
지난달 저축 금액 내역을 정리해서 가계부로 작성해줘,34.3083,34,31,8,3.9,1,0,0,0,8,imperative,past,0,0,0,4,2,4,0.5,finance,work_study,0,1,0,1,0,0,3,7,8,3,4,1,1,0,2,0,3,3,relative,2,3,historical,0,3,4,4,planning,5,5,4,7,4,3,3,4,,
지난달 용돈 내역을 정리해서 가계부로 작성해줘,26.1903,32,29,8,3.6,1,0,0,0,8,imperative,past,0,0,0,4,2,4,0.5,finance,work_study,0,1,0,1,0,0,3,7,8,3,4,1,1,0,2,0,3,3,relative,2,3,historical,0,3,4,4,planning,5,5,4,7,4,3,3,4,,
작년 이맘때쯤 자주 들었던 음악 리스트 만들어줘,18.1467,30,27,7,3.9,1,0,0,0,7,imperative,past,0,0,0,3,1,3,0.33,media,time_use,0,2,0,0,1,0,3,4,7,3,3,1,0,1,1,0,2,3,relative,2,2,historical,0,2,2,3,reflective,3,3,3,6,3,2,2,3,,
작년 이맘때쯤 자주 시청한 영상 리스트 만들어줘,32.5002,32,29,8,3.6,1,0,0,0,8,imperative,past,0,0,0,3,1,3,0.33,media,time_use,0,2,0,0,1,0,3,4,7,3,3,1,0,1,1,0,2,3,relative,2,2,historical,0,2,2,3,reflective,3,3,3,6,3,2,2,3,,
작년 이맘때쯤 자주 플레이한 게임 리스트 만들어줘,17.6907,32,29,8,3.6,1,0,0,0,8,imperative,past,0,0,0,3,1,3,0.33,media,time_use,0,2,0,0,1,0,3,4,7,3,3,1,0,1,1,0,2,3,relative,2,2,historical,0,2,2,3,reflective,3,3,3,6,3,2,2,3,,
작년 이맘때쯤 자주 읽은 책 리스트 만들어줘,20.6366,30,27,7,3.9,1,0,0,0,7,imperative,past,0,0,0,3,1,3,0.33,media,time_use,0,2,0,0,1,0,3,4,7,3,3,1,0,1,1,0,2,3,relative,2,2,historical,0,2,2,3,reflective,3,3,3,6,3,2,2,3,,
어제 친구들과 단체 메신저 방에서 나눈 대화 내용을 요약해줘,21.3406,36,33,8,4.1,1,0,0,0,8,imperative,past,0,0,0,4,2,4,0.5,communication,social,1,1,0,0,0,0,2,6,7,3,3,1,0,1,1,0,3,3,relative,4,5,historical,0,3,3,4,neutral,5,4,4,7,4,3,3,4,,
어제 가족들과 단체 메신저 방에서 나눈 대화 내용을 요약해줘,18.0877,36,33,8,4.1,1,0,0,0,8,imperative,past,0,0,0,4,2,4,0.5,communication,social,1,1,0,0,0,0,2,6,7,3,3,1,0,1,1,0,3,3,relative,4,5,historical,0,3,3,4,neutral,5,4,4,7,4,3,3,4,,
어제 팀원들과 단체 메신저 방에서 나눈 대화 내용을 요약해줘,24.9038,38,35,8,4.4,1,0,0,0,8,imperative,past,0,0,0,4,2,4,0.5,communication,work_study,1,1,0,0,0,0,2,6,7,3,3,1,0,1,1,0,3,3,relative,4,5,historical,0,3,4,4,neutral,5,4,4,7,4,3,3,4,,
어제 동료들과 단체 메신저 방에서 나눈 대화 내용을 요약해줘,21.806,38,35,8,4.4,1,0,0,0,8,imperative,past,0,0,0,4,2,4,0.5,communication,work_study,1,1,0,0,0,0,2,6,7,3,3,1,0,1,1,0,3,3,relative,4,5,historical,0,3,4,4,neutral,5,4,4,7,4,3,3,4,,
이번주 마트에서 사야하는 물건 찍어둔 것 다 모아서 쇼핑리스트 만들어줘,22.965,42,38,9,4.2,1,0,0,0,9,imperative,present,0,0,0,4,2,4,0.5,shopping,time_use,0,1,1,0,0,0,2,4,8,3,3,1,0,1,1,0,3,3,relative,3,3,historical,1,2,2,3,planning,4,4,3,7,3,2,2,3,,
이번주 다이소에서 사야하는 물건 찍어둔 것 다 모아서 쇼핑리스트 만들어줘,35.0526,46,42,10,4.2,1,0,0,0,10,imperative,present,0,0,0,4,2,4,0.5,shopping,time_use,0,1,1,0,0,0,2,4,8,3,3,1,0,1,1,0,3,3,relative,3,3,historical,1,2,2,3,planning,4,4,3,7,3,2,2,3,,
이번주 올리브영에서 사야하는 물건 찍어둔 것 다 모아서 쇼핑리스트 만들어줘,21.6875,50,46,11,4.2,1,0,0,0,11,imperative,present,0,0,0,4,2,4,0.5,shopping,time_use,0,1,1,0,0,0,2,4,8,3,3,1,0,1,1,0,3,3,relative,3,3,historical,1,2,2,3,planning,4,4,3,7,3,2,2,3,,
이번주 편의점에서 사야하는 물건 찍어둔 것 다 모아서 쇼핑리스트 만들어줘,21.0415,50,46,11,4.2,1,0,0,0,11,imperative,present,0,0,0,4,2,4,0.5,shopping,time_use,0,1,1,0,0,0,2,4,8,3,3,1,0,1,1,0,3,3,relative,3,3,historical,1,2,2,3,planning,4,4,3,7,3,2,2,3,,
지난달에 정리한 강의노트를 한 장으로 요약 정리해줘,26.5597,34,31,8,3.9,1,0,0,0,8,imperative,past,0,0,0,4,2,4,0.5,work_study,none,0,1,0,0,0,0,2,6,7,3,3,1,0,1,1,0,3,3,relative,2,3,historical,0,3,4,4,neutral,5,4,4,7,4,3,3,4,,
지난달에 작성한 업무노트를 한 장으로 요약 정리해줘,32.4549,36,33,8,4.1,1,0,0,0,8,imperative,past,0,0,0,4,2,4,0.5,work_study,none,0,1,0,0,0,0,2,6,7,3,3,1,0,1,1,0,3,3,relative,2,3,historical,0,3,4,4,neutral,5,4,4,7,4,3,3,4,,
지난달에 녹음한 회의록을 한 장으로 요약 정리해줘,46.0703,27,24,7,3.43,1,0,0,0,7,imperative,past,0,0,0,2,2,3,0.67,note_doc,work,0,1,0,0,0,0,1,3,7,2,3,0,1,1,1,1,2,2,2,relative,2,1,historical,0,1,2,2,neutral,4,6,2,7,6,2,1,3.0,
지난달에 촬영한 메모를 한 장으로 요약 정리해줘,40.983,25,22,7,3.14,1,0,0,0,7,imperative,past,0,0,0,2,2,3,0.67,note_doc,work,0,1,0,0,0,0,1,3,7,2,3,0,1,1,1,1,2,2,2,relative,2,1,historical,0,1,2,2,neutral,4,6,2,7,6,2,1,3.0,
스페인 여행에서 내가 갔던 곳 모두 정리해서 알려줘,27.994,27,24,8,3.0,1,0,0,0,8,imperative,past,0,0,0,2,2,4,0.5,travel,personal,1,0,1,0,0,0,2,4,6,3,2,0,1,0,1,2,2,2,2,none,0,0,historical,0,2,2,2,neutral,5,4,3,8,3,2,1,3.0,
여름휴가 동안 내가 갔던 곳 모두 정리해서 알려줘,23.1966,26,23,8,2.88,1,0,0,0,8,imperative,past,0,0,0,2,2,4,0.5,travel,personal,1,1,0,0,0,0,2,4,5,3,2,0,1,0,1,2,2,2,2,relative,1,0,historical,0,2,2,2,neutral,5,4,3,8,3,2,1,3.0,
지난 주말에 내가 갔던 곳 모두 정리해서 알려줘,19.0671,24,21,7,3.0,1,0,0,0,7,imperative,past,0,0,0,2,2,3,0.67,travel,personal,1,1,0,0,0,0,2,3,5,3,2,0,1,0,1,2,2,2,2,relative,3,1,historical,0,3,2,2,neutral,5,3,4,8,3,2,1,3.0,
가족 여행으로 내가 갔던 곳 모두 정리해서 알려줘,48.7953,25,22,8,2.75,1,0,0,0,8,imperative,past,0,0,0,2,2,4,0.5,travel,family,1,0,0,0,0,0,1,4,6,3,2,0,1,0,1,2,2,2,2,none,0,0,historical,0,2,3,2,positive,6,4,4,8,3,2,1,3.0,
가족 단체 사진만 모두 모아서 영상으로 만들어줘,81.7913,25,22,8,2.75,1,0,0,0,8,imperative,past,0,0,0,2,2,3,0.67,media,family,1,0,0,0,1,0,2,3,7,3,3,0,1,0,2,2,2,3,3,none,0,0,historical,0,1,2,2,positive,6,4,4,8,4,3,2,3.0,
반려동물 사진만 모두 모아서 영상으로 만들어줘,50.5136,23,20,7,2.86,1,0,0,0,7,imperative,past,0,0,0,2,2,3,0.67,media,pet,1,0,0,0,1,0,2,3,7,3,3,0,1,0,2,2,2,3,3,none,0,0,historical,0,1,2,2,positive,6,3,4,8,4,3,2,3.0,
내 증명 사진만 모두 모아서 영상으로 만들어줘,66.8085,23,20,7,2.86,1,0,0,0,7,imperative,past,0,0,0,2,2,3,0.67,media,personal,1,0,0,0,1,0,2,3,8,2,3,0,1,0,2,2,2,3,3,none,0,0,historical,0,2,3,2,neutral,6,3,5,7,3,3,2,3.0,
친구들과 사진만 모두 모아서 영상으로 만들어줘,91.1981,25,22,8,2.75,1,0,0,0,8,imperative,past,0,0,0,2,2,3,0.67,media,social,1,0,0,0,1,0,2,3,7,3,3,0,1,0,2,2,2,3,3,none,0,0,historical,0,1,2,2,positive,6,3,4,8,4,3,2,3.0,
만보 정도 걸을 수 있는 한강 산책 코스 추천해줘,14.7629,28,25,8,3.12,1,0,0,0,8,imperative,future,1,0,0,2,2,4,0.5,fitness,location,0,0,1,0,0,1,2,3,7,3,2,1,0,1,1,2,2,2,2,none,0,0,realtime,1,3,3,3,neutral,6,4,6,5,3,3,2,3.0,
만보 정도 걸을 수 있는 동네 산책 코스 추천해줘,14.4268,28,25,8,3.12,1,0,0,0,8,imperative,future,1,0,0,2,2,4,0.5,fitness,location,0,0,1,0,0,1,2,3,6,3,2,1,0,1,1,2,2,2,2,none,0,0,realtime,1,3,3,3,neutral,6,4,6,5,3,3,2,3.0,
만보 정도 걸을 수 있는 공원 산책로 추천해줘,18.6808,26,23,7,3.29,1,0,0,0,7,imperative,future,1,0,0,2,2,3,0.67,fitness,location,0,0,1,0,0,1,2,3,6,3,2,1,0,1,1,2,2,2,2,none,0,0,realtime,1,3,3,3,neutral,6,3,6,5,3,3,2,3.0,
만보 정도 걸을 수 있는 해변 산책로 추천해줘,17.9301,26,23,7,3.29,1,0,0,0,7,imperative,future,1,0,0,2,2,3,0.67,fitness,location,0,0,1,0,0,1,2,3,6,3,2,1,0,1,1,2,2,2,2,none,0,0,realtime,1,3,3,3,neutral,6,3,6,5,3,3,2,3.0,
